id,tweet
1389279183289786368,"@NayakRagini Urgent  Need Plasma Donor for my Mother  O+ve is preferable in Noida  Admited in Yatharth Hospital, Greater Noida  Please help 🙏  Patient Name  Rani Chadha  Attended Name Ashish, 9873156717, 9278320497  🙏"
1389279070165164033,"Kindly help 🙏🏻  Urgently need plasma O+.  Patient Name : Sharadhar.  Age : 63.  Location : Yashomati Hospital, Marathahalli, Bluru.  Attender Number : 8553336679.  @DHFWKA @mla_sudhakar @BBMPAdmn @VSOMANNA_BJP @BloodDonorsIn @BloodAid @BbmpsplHealth @BGUdayBJP @ArvindLBJP"
1389279011566546946,"@narendramodi Sir, please transport give oxygen in Ajmer Mittal hospital #SOSAJMER"
1389278888040169472,@bmishra_htl Of farmers or ppl dying due to lack of oxygen in hospitals 🤔
1389278791764086784,"Need O+ Plasma urgently  Date of requirement- 03.05.21 Name of Patient -  Aakash Jadhav Age: 28 Name of Hospital-  ABM Hospital, Bhopal Blood Group:- O+ Bed - ICU  Oxygen level - 78 Attender Name -  Vipin Attender Mobile Number-  8109221070 #PlasmaDonor  #bhopalcovid19support"
1389278360744775680,"@TeamSOSIndia Urgent  Need Plasma Donor for my Mother  O+ve is preferable in Noida  Admited in Yatharth Hospital, Greater Noida  Please help 🙏  Patient Name  Rani Chadha  Attended Name Ashish, 9873156717, 9278320497  🙏"
1389278262182899712,"ಒಂದು ಟ್ವೀಟ್ ನ ಒಳಾರ್ಥ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳದಿದ್ದರೆ,, ನಾನು ಏನು ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ...  ಆಕ್ಸಿಜನ್ ವ್ಯವಸ್ಥೆ ಸರಿಯಾಗಿ ಮಾಡಿದ್ರೆ,, ಸಂಬಂದಿಗಳು ಬಂದು ಗಾಳಿ ಯಾಕ್ ಬೀಸ್ತಾರೆ.. Hospital ಗೆ admit ಮಾಡಿ, ಮನೆಯಲ್ಲಿ ಇರ್ತಾರೆ.. ಆಕ್ಸಿಜನ್ ಕೊರತೆ ಆಗಿರುವುದಕ್ಕೆ, ತಮ್ಮ ಜೀವದ ಹಂಗೂ ತೊರೆದು, ಸೋಂಕಿತ ಜೊತೆ ಇದ್ದಾರೆ.."
1389278041700913152,@vickygowda_10 Spoke not there  Spoke with Brookfield hospital there also no
1389277740981919747,"Dear all , Chaitanya Medical Centre ,Yelhanka has received the required oxygen supply .... So pls don't amplify the oxygen requirement message further .... Govt is in touch with the hospital administration ....  @Captain_Mani72 @mla_sudhakar @DHFWKA"
1389276867023179776,"My colleague mom is looking for plasma donor. Here is the details pls help 🙏 Anju Bhargava (Age: 56) Admitted at Max Hospital, Saket, New Delhi. Blood group AB+ contact: 7032704055 #delhicovidhelp #delhi #covidvolunteers #CovidResources #covidhelpdelhi"
1389276744633384961,"If anyone is looking for beds in hospital in #Udaipur, these were our top leads today where we got positive response(situation might be different now):  ESIC RNT Hospital JJ Hospital MB hospital"
1389276579147116546,@purviparwani @DrJayyy__ @anirudhd_unplug @Priyansh_Shah56 So unethical. Please report the concerned doctor to CMO and/or District Magistrate of the city. Even the big corporate hospitals are not charging more than 5000-7500K for 14 days Covid consultation.
1389276404320149504,"@LavanyaBallal mam do something, need a hospital bed in bangalore"
1389276234002010113,"@ShashiTharoor @SerumInstIndia MR  tharoor..how come we already vaccinate 12% population if govt ordered only 4%? Also, did they not tell to order states seperately and private hospitals seperately?"
1389276126170652677,For time being it has been managed by the doctors in hospital. Thanks for yiur support guys
1389275995106988032,@Asifrahmanmolla @RoopsSaxena From Station to hospitals not sure how to transport because of Lockdown
1389275962148212738,"Chaitanya hospital has managed to get enough oxygen supply for the night, they will get their cylinders by morning they say.   Issue at Venkateswara Hospital persists. @mla_sudhakar 's team is reaching out to them now."
1389275263708499968,"Update for this. But they'll still need oxygen for the hospital to run. However, deleting the original tweet. A tragedy has been averted for now.  https://t.co/q8CSNvpFb3"
1389275083382788096,@prasanna_says Quick tip: Please keep the pin code of the hospital handy.
1389275071110205441,Today we lost one of our family member Mr Saloman. He was suffering from #COVID19 In St. Philomena hospital bengaluru. Due to severe lung infection doctors couldn't save him. May his soul #rip #COVIDEmergencyIndia #COVIDSecondWaveInIndia #ResignModi #VentilatorBed #Bengalurucovid  https://t.co/2dadbJCrw2
1389274859608236032,A patient whose monthly wage is 10k n they are suggesting private hospital which would cost them more than that.. do u think thy can admit in private hospital. Pls understand our situation n do some priority decision.
1389274720722243584,Union minister Thawarchand Gehlot's daughter Yogita Solanki dies of #COVID19 at private hospital in Indore: Official of medical facility  https://t.co/3dSY8ONBVH
1389274535606714368,It sort of reduces tension as we have dedicated hospitals for treatment alone and vaccination centre is different place.
1389274445865385985,Need Green view hospital number  Google one is not working
1389274329217572873,As hospital setting is overwhelmed with so many patients.  What if the Govt can open Vaccination booth in each Constituency like that Election Booth and make way for mass vaccination.  #COVIDSecondWave #KarnatakaFightsCorona  #CovidIndia
1389274204302766080,"Chamrajnagar one has been fatal. Medax, RR Hospital have got temporary support. Chaitanya is still looking for oxygen. Time to act is NOW. In a couple of days, matters can get real worse. Please help @Tejasvi_Surya @drashwathcn @BSYBJP @CMofKarnataka @DKShivakumar @TVMohandasPai"
1389273900308180993,"@GabbbarSingh 6 day, i coughed with blood sputum nearly 4 to 5 times.  In hospital, they gave pan injection and another which will stop blood clots for 4 days. Due to some difference in blood test, only Fabiflu suggested. No Remedisivir."
1389273787036672001,Got a bed in ashwini hospital just now. Thank you everyone 🙏
1389273610456502272,Patient is admitted in the hospital! Support from multiple people made it happen! 🙏 to all @NewtonSchoolHQ  team members and specially to completely unknown people who went out of their way to help!  https://t.co/VBUzxrzBZO
1389272880370774016,"@ShamikaRavi @aanand_03 @ICMRDELHI @MoHFW_INDIA Reports dont have ct value.  When rtpcr is negative and ctscan gives you corads 3, doctors treat you as covid positive, which means getting a hospital bed or any treatment is tough.  This affects ppl who req dialysis, chemo or physio or other periodic theraphy."
1389272619678011392,@WeAreBangalore Need hospital with ventilator urgently.....  SRF ID - 2952511718770 BU number - BU775643 Name - Tejaswini Pujari  Age - 55 Gender - Female  Address -  Shankar Super Specialty hospital- 560062  Attendant name- sharan pujari  Phone no.- 9632637307
1389272315045683202,"@utkarsh2490 @whoketan @awwwnchal @srinivasiyc @raghav_chadha @KushaKapila Try for Tofacitinib please. Check the position statement here. A couple of chemists around AIIMS and the hospital in civil lines have it, as per some sources.  https://t.co/qWQVWc4CqC"
1389271603121311749,Add one more to the list  Oxygen running out of stock at ICU in  Vekateshwara hospital in BTM layout.
1389271378893832195,How to increase oxygen assisted bed capacity &amp; oxygen access in Bangalore.  + Request army to open up 1000 bed facility as in Delhi + Requisition hospital beds from Railways   https://t.co/2f9R4FPxfd
1389271200338038787,@himbansal94 @kunfuponda @ashokgehlot51 @SetuAarogya Thank you. It was open for zanana hospital for sometime.  Got my mother vaccinated from there.
1389270833185509388,@dmuthuk @narendramodi MLA’s and MP’s should visit every covid hospitals in their constituency on daily basis and make sure enough beds/ventilator/medicines/ doctors are available.They can do election rally’s 24/7 without any shortage of funds but not ready to help people
1389270124671111170,"@BBMPCOMM Thank you.   1. Convert all general in hospitals to oxygen assisted beds.   2. Move all general bed patients to step down CCC asap.   3. Start oxygen access points at Govt Hospital car park - to stabilise patients who come for beds, but unable &amp; waiting."
1389269679248535552,'DRDO Hospitals' for COVID in VIP Constituencies Are Affecting Military’s Operational Readiness  https://t.co/tRkwlCGab9 via @thewire_in
1389269472003854336,"@avvjain Hoping the situation here in India gets better, because few hospitals have run out of Oxygen."
1389269310632194051,@mukthagaamini @ranga_swamy  https://t.co/lZyFHdWwCe You can try this link.. Just now saw availability of beds in some hospitals..
1389269109452464131,"Free Country. Don’t use Max for your vaccination. Go to a Government Hospital.  Rs 900 is NOT exorbitant.  Lets focus on vaccinating people, vaccine supply for the rest. These are things we should worry about."
1389269099277025284,"I Humbly request to all my Twitter friends and seniors .. tough time, make sure your parents, elderly one’s get vaccinated, take them to the hospital get it done, no matter whatever it takes 🙏🏻. #Covid19 #Vaccination"
1389269014484983808,Top 10 #Pharma #Companies in #India by Market Capital 1.Sun #Pharmaceutical Industries 2.Divis Laboratories 3. Dr. Reddys Laboratories 4. Cipla 5.Cadila #Healthcare 6.Aurobindo Pharma  7. Lupin  8.Apollo #Hospitals Enterprise 9.Biocon 10.Torrent Pharmaceuticals #StockMarket #NSE
1389268945333460994,"ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಿಸಿಕೊಳ್ಳದಿದ್ದರೆ ಜೋರ್ ಮಾಡಬೇಕು, ಅಲ್ಲೇ ಧರಣಿ ಕೂರಬೇಕು; ಸಿದ್ದರಾಮಯ್ಯರಿಂದ ಶಾಸಕಿ ಕುಸುಮಾ ಶಿವಳ್ಳಿಗೆ ಪಾಠ  #KIMS #Hubli #Covid19 #Siddaramaih #MedicalOxygen #Hospitals    https://t.co/itN21quvFH"
1389268878782459905,"@baxiabhishek You have no idea &amp; you go tweet, because not all patients need oxygen, only if it goes below certain levels. O2 needs to be given, hospitals have been giving to others also, thats wht is meant by judicious use."
1389268846062694406,"@umang720 I agree it is a privilege. The vaccine rollout has been botched.  Techies are just trying to not end up in the hospital like everybody else is.  Rural population isn't able to source O2 via Twitter. It doesn't make it unethical if a techie is able to source O2 via Twttr, does it?"
1389268656278761475,"@ChowkidarSri @CTRavi_BJP @narendramodi You get admitted to some mental hospital, you will get some peace"
1389268617292783616,@MeenaDasNarayan @filmibeat Exactly. Why not Cooper hospital
1389268448371380224,@42Shiv @pai_suhas @ishasha99 @mybmc Bbmp is doing vaccine politics. Not giving doses to private hospitals.
1389267973756522499,"@BBMPCOMM Thanks Sir for this initiative. By when can we see this cenrtal Bed Mgmnt System up and running. Currently there is lot of struggle poeple have to face in Bangalore to get bed  (normal, Oxygen, ICU)in any hospital. #COVIDSecondWaveInIndia"
1389267929649225728,@LiquoriceWand @BharatBiotech And yes... i checked on google maps... lbrn combined hospital
1389267729471852544,@deepika_s09 @prajwalmanipal @fayedsouza @sanitarypanels @tanejamainhoon @WestBlockBlues @bengalurufc @jmalarvannan @DunzoIt @FURLENCO @DanishSait @Waseem_BLR @namrata_das14 @TheProductfolks @epigamia @srinivasiyc @Sowmyareddyr @dhanyarajendran @isha_pant @CPBlr @IPS_Association @nikhilchinapa - HELP PLEASE! OXYGEN IS RUNNING OUT IN A HOSPITAL.
1389267443680350212,@narendramodi @RahulGandhi  This tweet is not about politics!!! Hospitals are taking advantage of the current Situation and people are ending up paying Lakhs.  @ndtv @republic you have vital role to play !!!!!!! You will see civil disobedience movement
1389267305293434887,"Requirement: Plasma B+ blood group Patients name: T.C. Thomas (Age 68) My name Aji Thomas (Age 39) mob: 9885643942 Hospital: Pace Hospital, besides Avasa Hotel, hi-tech city road, Huda Techno Enclave @RRRMovie @MythriOfficial #CovidHelpHyderabad  #covidhyderabad"
1389267265036558338,@Bengaluruhudugi @BengaluruHeal This is becoming a pattern. Looks like these hospitals have started sabotaging.
1389266811879710723,I’m receiving alarming news from hospitals across my constituency.  Many of them are running out of oxygen supplies. New patients are not being taken in even though beds are available. Patients and their families are in panic mode. I urge @BSYBJP and @mla_sudhakar to act swiftly.
1389266605394251783,This is just CRIMINAL.   @narendramodi’s government can’t even ensure foreign aid reaches the hospitals or individuals in need.   What the F*** is going on with this government?????
1389266206650077189,@PMOIndia @BSYBJP @rashtrapatibhvn @narendramodi Need a hospital bed for my friend mother who is 67 years. If she doesn't get a admitted to hospital tonight then don't know what will happen?? Please help
1389266193693827078,You have one job — To give Hospitals the Oxygen they need. And you fuck up.   #frustrated #FAIL
1389265891049623552,Unable to book slots for vaccinations even at private hospitals in #Bangalore .. Yet there are people who are getting it done! HOW?? 🤨
1389265642277068804,By the time Private hospitals update start a new portal  https://t.co/ZN5NNicwww
1389265394393706498,"@siddaramaiah By demanding their resign will the oxygen problem be resolved? What logic is this sir , May be being a responsible opposition you all should demand the govt for uninterrupted supply of oxygen yo hospital."
1389264989375143936,Urgent help:  Need A -ve plasma for 60 year old male (Anoop Gupta) in Kailash Hospital Noida Please Contact - +919810123556 (Bharat Gupta) @ThePlacardGuy @KapilMishra_IND @dr_maheshsharma @NICPR_Noida
1389264825172172800,"Posting behalf of my friend #urgently #PlasmaDonors requirements for the patient admitted at Medanata Hospital Lucknow. Patient Name-Sujit Kumar Yadav Contact no-9005859535, 6393681172,87673229501. #pleasesupport #PlasmaRequirement #Lucknow  https://t.co/L5CMNEOqzZ"
1389264388490620930,"@ShakunthalaHS Nimma last tweet ge nanod salahe kottide, e prayojanakke barada tweet bittu, yaava hospital nalli bedd ede oxygen ede annodanna mahiti kale aaki... Sakaitu BJP BJP andu..."
1389264382354284546,"@BSYBJP @ndtv @PMOIndia bangalore situation is very bad there is no hospital beds,people need to keep calling hospitals to find out. When govt is helpless should ask support of army to setup medical setup rooms in BIEC/KTPO and palace grounds and colleges at bangalore"
1389264305686671362,@WeAreBangalore hospital 13. Attender's Mobile No. :9901947307 14. Relation to the Patient :wife 15. SRF ID :2952511390729 16. BU Number :704099
1389264243921276929,7. Is patient on oxygen cylinder? Yes / No : yes 8. Searching hospital bed since? : 29 th evening 9. List of hospitals visited : Deepak hospital 10. COVID-19 test done? :23/4/2021 11. COVID-19 Result (+ve/-ve/Awaiting) : positive 12. Prefer govt. / pvt. / any hospital? :any
1389264199621046272,"@sadhavi Sorry madam. One of the greatest tragedies of post-independent India has been the current fate of whole of India. The unspeakable horror of Covid-19 with people dying for the want of basic medicines, oxygen, hospital beds. How can anyone say something else is a greater tragedy?😲"
1389264190083268608,Any info / link available on Hospital beds in  #Vizag #VizagCovidHelp  #VizagSOS
1389264150002470912,"Share this and tag the relevant authorities !!! . Oxygen needed at chaitanya hospital  #SOS #chaitanyahospital #bangalore #bengaluru  Via. @saqibprivate @ Bangalore, India  https://t.co/WAT48Ya6H1"
1389264032872341505,@WeAreBangalore 9. List of Hospitals Visited : NA 10. Covid Test Done ? : Yes 11. Covid Result (+ve/-ve/Awaiting) : positive 12. Prefer Govt/Pvt/Any Hospital ? : private 13. Attender Mobile No : +91 9620413631 14. Relation to the Patient : son 15. SRF ID :  16. BU number : 470192
1389263954191392770,"@WeAreBangalore   1. Patient Name : Chandrashekhar 2. Age : 62 3. Area / Location: Uttarahalli 4. Symptoms : CT report  20/25 5. Since how many days : 3 days 6. SPO2 Level : 88 to 93, varying 7. Is patient on Oxygen Cylinder ? :  no 8. Searching Hospital Bed Since ? :  yesterday"
1389263477240320000,Why cant delhi hospitals be handled like mumbai hospitals during covid like BMC did? Centralized process. @ArvindKejriwal @AAPDelhi absolutely pathetic arrangement. You have failed and how.
1389263024033206272,Even after all this pandemic if any of the political parties don't have building many hospitals in their states then they don't deserve votes from any of the citizens @PMOIndia
1389262454207574021,"@BloodDonorsIn @AshishStockTalk Urgent Need Plasma Donor for my Mother O+ve is preferable in Noida Admited in Yatharth Hospital, Greater Noida Please help 🙏 Patient Name  Rani Chadha Attended Name Ashish, 9873156717, 9278320497  🙏"
1389262419847913479,Searching for hospital since: 03/5/2021 Tested : Positive Preferred Govt hospital No COMORBIDITIES ATTENDER MOBILE: 9060087872 RELATIONSHIP : SON SRF ID: 2952511700130 BU NUMBER: 784009
1389262045380448256,@BSYBJP @vijayanpinarayi @BSYBJP ನಿನ್ ಯೋಗ್ಯತೆಗೆ ಒಂದು Hospital visit ಮಾಡಿ status ನೋಡಿದಿಯಾ... ತೂ.... ಅವಮಾನ ಆಗ್ಬೇಕು ನಮ್ಮೆಲೆ ನಮ್ಗೆನೆ ನಿಂಗ್ VOTE ಹಾಕಿ ತಪ್ಪು ಮಾಡ್ಬಿಟ್ವಿ.
1389261526796685314,"@BlrCityPolice @CPBlr Sir, along with seizing the offenders’ vehicles, please link their Aadhar number to the case and let the hospitals deny the service if they are infected with COVID. They don’t deserve treatment!  CC:  @CMofKarnataka @mla_sudhakar @PMOIndia @Tejasvi_Surya"
1389260592410611712,@SonuSood - pls push for this to be implemented as it is more about right distribution of oxygen rather scarcity.    Queuing outside hospitals are more riskier and far better to get timely oxygen at home. RWA can boost the hope of India if work in unity and honestly🙏🏻🙏🏻
1389260413334740992,"@vivekanandahr @nikhiljoisr Totally. Just unbelievable.   From complaining about Bangalore traffic to now, finding hospital beds.  Who would have thought we would land here."
1389260146396733444,This has now been cancelled because BBMP has taken away all the vials from private hospitals. It is now officially a lottery ticket.  https://t.co/QHLcB0ZMX7
1389260130693181440,"@vimspawapuri @NitishKumar #pawapuri #nalanda @officecmbihar  #BiharHealthDept if you are unable to operate this hospital then make it tabela (sheds for cattle ). There is no faith in locals on this hospital, they love to die but to get admitted.#shameonbihar #BiharFightsCorona"
1389260099307270147,@OfficeOfDKV Sir require plasma donor in Lucknow. Details are below: Patient Name: Anand Dubey Blood Group- O+ve Age - 62 Hospital - Aastha hospital Aliganj Contact Number -8400602009
1389259949709021184,@DHFWKA @CMofKarnataka @BSYBJP @mla_sudhakar @drashwathcn @RAshokaBJP @BSBommai @CPBlr @PIBBengaluru @KarnatakaVarthe @BBMPCOMM @BlrCityPolice @blrcitytraffic Is there any app for availability of bed in hospitals? If not can we think about it.
1389259824152547328,"Chaitanya Medical centre, Yelahanka new town, Bangalore has asked all patients to relocate to another hospital owing to lack of oxygen supply there.  They need 20-30 cylinders of 33 litres each.  Dr Namdev +91 89043 19675 @XpressBengaluru @NewIndianXpress"
1389259699145428992,@publictvnews @AsianetNewsSN @NEWS9TWEETS KC general hospital. Dead bodies and ignorance of staff @mla_sudhakar @narendramodi @PMOIndia  https://t.co/2egPV1kzZo
1389258582755930112,"@brownidli Try People Tree Hospital, Hanumant Nagar"
1389258430880251906,"@prachibaluapuri @rohini_sgh @AshishStockTalk Urgent Need Plasma Donor for my Mother O+ve is preferable in Noida Admited in Yatharth Hospital, Greater Noida Please help 🙏 Patient Name  Rani Chadha Attended Name Ashish, 9873156717, 9278320497  🙏"
1389258396650532866,"@PMOIndia @AmitShah @CMofKarnataka @blsanthosh @mepratap @RAshokaBJP @BSBommai @deepolice12 @DgpKarnataka @nimmasuresh @drashwathcn @mla_sudhakar  Provide all the govt hospitals tight police protection,thr are chances of political game plans to trouble govt by troubling patients"
1389258248537051140,@Ravi_LA @BJP4Karnataka how come m.jain hospital in girinagar has booked for vaccination till June 1st when everyone is struggling? Something fishy.
1389258123681046531,"@anshikatyagi101 @sahista_sultana @amitansu_das We are looking for beds in hospital with oxygen supply , have got few leads. Thanks a lot for your inputs and help which has been really helpful to us and we have shared this info to few others as well who can refill and have oxy cylinders in hand as of now."
1389257801013157890,"@MukeshSharmaMLA @DrKumarVishwas Urgent  Need Plasma Donor for my Mother  O+ve is preferable in Noida  Admited in Yatharth Hospital, Greater Noida  Please help 🙏  Patient Name  Rani Chadha  Attended Name Ashish, 9873156717, 9278320497  🙏"
1389257479062577153,@Teensthack Problem is if CT centres become areas where people can pick up infection. We are working closely with all our partner hospitals and diagnostic centres to follow rigorous protocols  https://t.co/20tiO4OfY2
1389257429410455577,"@MrrMukherjee I feel lot of data here are useless from my personal experience ..in TN esp in Cbe where there is no vaccine available, tried multiple hospitals for 45+ , forget 18 +"
1389257171192352769,3rd hospital in Bengaluru has put out an SOS for oxygen :  Chaitanya medical centre a Pvt hospital in Yelahanka has 9 patients in ICU and has oxygen left only for 2 more hours.   @drashwathcn @mla_sudhakar @BSYBJP @BBMPCOMM
1389256759475195909,"BBMP has set up a committee to study the Central Hospital Management System and recommend measures to allot beds in a transparent and non-arbitrary manner. The committee comprises V Ponnuraj, IAS, and two IFS officers Kumar Pushkar and Vipin Singh. @BBMPCOMM  https://t.co/i1WhSRNrA8"
1389256620631216135,@sridhar_31 @Karthiknayaka @XpressBengaluru @santwana99 My brother did not got remedsiver today in Kamakshi hospital due to non availability in jaswik medical center within hospital premises. His condition is stable and when I checked with doctor they told not to worry. It's only help 10% of medical treatment informed by doctor
1389256422890754048,"Urgently require plasma for relative. Name: Neelkanth - 8286713836 Age: 55 Blood group: O+ Hospital: Shree Appa Saheb Dharmaadhikari Hall - Mira, Bhayander"
1389256391014060036,"#SOS  Chaitanya Medical centre, Yelahanka new town, #Bangaluru has asked all patients to relocate to another hospital owing to lack of oxygen supply there.   Requirement: They need 20-30 #cylinders of 33 litres each.   Dr Namdev +91 89043 19675  #COVID19 #OxygenCrisis"
1389255833859489798,@GabbbarSingh Got infected from one of my friends. Developed fever on 15 April. Since then continuous fever for 15 straight days. Felt very weak. Thankfully there was no cough nor spo2 drop. CT scan with mild infection acore of 6/25. Was on antibiotics &amp; steroids in hospital for 10 days.
1389255807447957508,"@RoflGandhi_ Urgent Need Plasma Donor for my Mother O+ve is preferable in Noida Admited in Yatharth Hospital, Greater Noida Please help 🙏 Patient Name  Rani Chadha Attended Name Ashish, 9873156717, 9278320497  🙏 @AshishStockTalk"
1389255626509803520,@epigiri Two patients died in Kalaburagi at Anand hospital due to alleged shortage of oxygen
1389255575335182338,"Even after weeks of horrifying stories of ppl struggling for oxygen &amp; beds, I still don't see a steamlined process for help from govt. Where do ppl go when they don't get a hospital or medicines ? How to get oxygen for home?  The city is largely dependent on volunteers &amp; SM."
1389255429750882305,"@NitishKumar @RubikaLiyaquat @chitraaum @anjanaomkashyap @iChiragPaswan @BJYM Need jumbo oxygen cylinder Patient name : Amod Kumar  Age : 55 Location : Darbhanga , Bihar - 846001 Hospital - DMCH Relation with employee - father Contact:Abhishek / 8217810840 pls help"
1389255132919910400,"@yogitabhayana @AshishStockTalk @DrKumarVishwas  Urgent Need Plasma Donor for my Mother O+ve is preferable in Noida Admited in Yatharth Hospital, Greater Noida Please help 🙏 Patient Name  Rani Chadha Attended Name Ashish, 9873156717, 9278320497  🙏"
1389254950950096902,"Our outdated medical laws with no teeth, a useless crony MCI, corrupt government which makes it hell for anyone to start a hospital. Cost of running it is too high- sal to docs, land allotment, supplies, maintenance. It's a vicious trap."
1389254923917746180,"@janakiramm did u try # 8106452724. this is in vijayawada. also did u check with Aditya Multispeciality hospital and Amaravati hospitals in person. yes, Need to go and personally check pls."
1389254906293284870,"Karnataka government reserves 10% of beds for doctors, medical staff and their families in designated #Covid hospitals at the district level. @DHFWKA @DrKSudhakar4  https://t.co/gzdIWizVuO"
1389254675346591746,"@abhisar_sharma  Urgent Need Plasma Donor for my Mother O+ve is preferable in Noida Admited in Yatharth Hospital, Greater Noida Please help 🙏 Patient Name  Rani Chadha Attended Name Ashish, 9873156717, 9278320497  🙏"
1389254656270868480,@ANI Did he visit a single hospital in Delhi to inquire about Oxygen status ?
1389254526004187137,"@IrfanPathan So much of oxygen is been sent to India, where is oxygen going?? In Bangalore, in a hospital 34 patients lost there life, because the entire hospital was out of oxygen"
1389254307409653767,"@narendramodi @PMOIndia please do make some policy regarding oxygen, medicine , bed in hospital and come on tv and explain the same, otherwise states will collapse, this is not the time for federal system to leave for the decision"
1389254098113896451,"@sosiyc @srinivasiyc @dilipkpandey Urgently need a Plasma donar for a frn : Blood group : B+   Location : Venkateswara hospital, Dwarka Please reply or PM ASAP, if you know someone who  Can donate plasma. (Team : Let's Breathe Together)"
1389254020959674368,In our Apartment a private hospital helped in vaccination 3 weeks back. They had charged ₹250/ vaccine. Today if we approach the same hospital they say ₹850 they don’t come to premises to vaccinate. Few residents had got the vaccine for their maid on humanitarian ground.
1389253823483432962,@BSYBJP @BJP4Karnataka  why not government major  hospitals implement in Kannada  https://t.co/su4k1Xguuo
1389253542351757312,@narendramodi Itna log mar rahi hai hum log ko oxygen keliye paisha nehi milraha ha lekin bjp bangol me itna sara paisha kharch kar dia election keliye kash wo paisha hospital me use kia hota ho kuchhu log bach jate modi ji humko abhi mehesus ho raha hai hum log aapko pm chunke bada galti kia
1389253505320292356,"@DeepikaBhardwaj @abhisar_sharma @vinodkapri @sakshijoshii @AshishStockTalk Urgent Need Plasma Donor for my Mother O+ve is preferable in Noida Admited in Yatharth Hospital, Greater Noida Please help 🙏 Patient Name  Rani Chadha Attended Name Ashish, 9873156717, 9278320497  🙏"
1389252036793815046,"@shekar_n2003 @TajinderBagga @KapilMishra_IND Hi sir,  Asking for a friend, he need ventilator support, tried multiple hospitals in Coimbatore for ICU bed with ventilator support but no luck.  Can you give us any leads."
1389251796950863872,@suhasmuralihs @RakshaRamaiah @arjundsage1 @AshwiniMS_TNIE @samyuktahornad @Raghu_Dixit @archanakra @nathan_archana Patient ge bypass agideyante so heart care iro hospital beku antiddare
1389251433367699457,"@tarequelaskar Sir, you could download “Graph my health” app for video/tele consultation. It’s by Aster CMI hospital. I personally recommend Dr Sunil Kumar K."
1389251348965650434,Urgent need of #Remedisivir @Captain_Mani72 sir please help. Patient is admitted in #Blossom hospital. They are saying they are short of this medicine and there are lot of patients who needs it. They have raised indent but still not received required qty.
1389251340023463936,Any one have any hospital contacts in vizag Need immediate icu room for a friend Very urgent Please help Or assist  #Covid19IndiaHelp #CovidVizag
1389251256422572037,"@ajavgal @RakshaRamaiah @arjundsage1 @AshwiniMS_TNIE @samyuktahornad @Raghu_Dixit @archanakra @nathan_archana Rangadore hospital, Shankarapura. 2 beds available as on 9.30 pm"
1389251045176479750,"@ALKAAGARWAL9 @Twitter Good so far. Both of us have taken one dose of CoviShield each. Daughter works at Safdarjung Hospital Delhi. She has taken Covaxin both doses. So we are ok, considering..."
1389250847150723074,"@Swa_Kel @NeerajMarathe @atilotia @Swa_Kel FYI. My family booked based on this in Bangalore, but when we arrived at the hospital they sent us back due to no stock. Also they made us take tokens saying they don’t consider cowin registrations, we need to take these tokens as well."
1389250567793307652,@lightroastguy I know of few folks who got it from Apollo hospital today. Also I heard a few PHCs are giving it. But nothing seems to be available on the Cowin app 😐😐
1389250566908350464,"Bed required in hospital with heart care. please help,   Normal bed is also fine.   @RakshaRamaiah @arjundsage1 @AshwiniMS_TNIE  @samyuktahornad  @Raghu_Dixit  @Raghu_Dixit  @archanakra  @nathan_archana  https://t.co/PZ9nnYJzCF"
1389250145477226499,There is so much help coming from volunteers alto help hospitals but few of them.are jot even trying to share the request they have made to drug controller or for oxygen. Stop playing politics at this time
1389250018561851394,@chetrisunil11 Need immediate ICU Bed in Bangalore. She is admitted now at KC hospital where there is no oxygen and ICU bed.  #SOSBangalore  https://t.co/44uE1bQjrE
1389249923892191234,"Place name : St. Joseph's hospital, Mary Land City: Vizag Patient : Manoj Contact: 9629332053 Medicine : Tocilizumab 400mg @RRRMovie @DrSandeepJSP @SureshProdns @GeethaArts @baraju_SuperHit @SVC_official @MythriOfficial @MusicThaman @Fukkard @ComedyTonic @CapdtOfficial"
1389249921916620803,"@Spirit_Hindutva Just got symptoms, tested +ve, lung infection starts, somehow got hospital bed, two days later into ventilator &amp; 4th day out"
1389249474200051713,Blood and Platelets for a child suffering from Blood Cancer. Patient : Manoj.m  This patient needs AB+ platelets B+  Blood. St.Johns medical hospital Bangalore Needed before 5-May-2021 Contact details Manjunath : 9900380178 Gayathri     : 97407 29281 @BloodAid @RR_RiteshRanjan
1389249275926700036,ಚಾಮರಾಜನಗರ ಜಿಲ್ಲಾಸ್ಪತ್ರೆಯಲ್ಲಿ‌ ಮತ್ತೊಂದು ಎಡವಟ್ಟು; ನಾಪತ್ತೆಯಾಗಿದ್ದ ಸೋಂಕಿತನ ಮೃತದೇಹ ಆಸ್ಪತ್ರೆ ಶವಾಗಾರದಲ್ಲೇ ಪತ್ತೆ! #Chamarajanagara #Hospital #Covid #Police   https://t.co/bVfgXZCpBG
1389249273875763201,@PMOIndia @narendramodi @AmitShah I hope you are aware of 24 deaths in a single hospital of Chamrajnagar on one night. Please look into this asap. CM and Health Minister should resign they are not capable of handling this. I also feel age CM is not allowing him to work.
1389249065452376066,"@Dishastrous @cmohry @dc_panipat please help, oxygen running out in this hospital."
