label,id,tweet
N,1389133671198695426,12. Prefer Govt/Pvt/Any Hospital ? : Any  13. Attender Mobile No : 9341636130 14. Relation to the Patient : husband 15. SRF ID : 2952511345179 16. BU number : 694580
O,1388716601424236544,@NZinIndia @smitadeshmukh Why do you need Oxygen cylinders? Have you approached @GOI ?
,1388903727508037632,@NandyAsmita @AakashHSSH There's also a Jeevan Anmol Hospital in Mayur Vihar appeal  https://t.co/G1p43HbPMH
O,1388441723785732101,@ril_foundation @Suhelseth @RahulGandhi you need to atleast thank them now... twitting does not generate oxygen for life saving ... actual work on ground does... industrialist are doing it selflessly for the country irrespective of your constant unwarranted targeting
O,1389116620438654976,COVID-19 surge: 22 deaths in Chamarajanagar triggers anxiety of oxygen shortage   https://t.co/SxxeyAY8jn
N,1389230072280719361,@Ramani0808 A freind needs a Oxygen bed in vizag now. Above leads are not picking or reapinding. Anyone knows anything?
O,1389988444798029825,"Vaccinations process in all hospital center s should immediately stopped, ward wise door to door vaccination through medical van procedure is a good solution, cloud of people is very dangerous in Covid19, un satisfaction with govt arrangements will also down..."
O,1388694848287346688,"@PratapReddyC @SPBelagavi Everyone across India is doing their best to ensure Oxygen reaches hospitals as fast as possible But in Belgaum, Police is Blocking all roads and not even allowing Vehicles carrying Oxygen.  Baracads should be opened for Ambulance &amp; Oxygen transport Vehicle's at least."
O,1389422676377169920,"Bengaluru hospital runs out of medical oxygen, two patients die #Bangalore #Bengaluru #OxygenEmergency   https://t.co/Vbin1KJ5Om"
O,1389542253304090626,"When I wrote this book in 2019, I didn't realise what 2020/2021 had in store for the whole world.   This story helped me explain #death to my child, helped him picture a damned ventilator..buy it if you can or read it for free on StoryWeaver. #kidlit    https://t.co/dgBJu6FbO0"
O,1388780785692409859,@bkpandeyg Chal chal jab rally huyi us waqt sefety and security kaha gayiin thi. Bolo agar bhakton ki jalrahi hii toh barf ki silli bhijwadeta hoon unko. Oxygen se aag lag jaayegi😀😀😀pichwaade mei.
O,1389597021200285698,"@velumania In these times, 1500-3000 rs will count as incentives?  Can they assure them that in addition to that they will be entitled for guarnteed oxygen and hospital beds?  Or that is the perk reserved only for our Sewaks and Chowkidaars?"
,1389418666530263040,@gowthamgaddam @Praveen__KP @Iloveindia_007 @JaiTDP @VK84015570 We can check with Hospital once!
,1389482389663932416,#OxygenShortage | ಕರ್ನಾಟಕದಲ್ಲಿ ಅಮೂಲ್ಯ ಆಕ್ಸಿಜನ್​ಗಾಗಿ ಹಾಹಾಕಾರ.. ಜೀವವಾಯು ಇಲ್ಲದೆ ಉಸಿರು ಚೆಲ್ಲುತ್ತಿರುವ ಸೋಂಕಿತರು  #Coronavirus #Covid19 #Death #Oxygen   https://t.co/YjQYuhQJ1S
N,1389991125902004225,"Please help... Any leads for ventilator bed in Haldwani, Uttarakhand It's very urgent  @Keshu__10 @HaramiParindey @Trendulkar @vineetkumar_s @theprayagtiwari"
O,1389245562403258371,"@atti_cus @mpk_prabha @srinivasiyc In the video the NZ PM is also acknowledging the err in reaching out to other channels rather than official channels and hence they removed the tweet as well. Are you guys, sane? And show us the tweet where MEA has said there were no requirement of oxygen cylinder at NZ embassy?"
O,1388439746985136128,Atleast someone is there to make them accountable. #HighCourt  #Oxygen
O,1388460296155455489,One picture = thousand words #aap #delhi #covid #oxyg #oxygen  https://t.co/BALVn5iQjU
O,1389481955276828675,@BBMPCOMM Why bbmp is asking private hospital not to give vaccine to below 45 years even if they are ready to? What's the politics here? @BBMPCOMM
N,1388559712191324161,@104_GoTN  (1/2) **Details Needed** 1. Name: TO BE KNOWN 2. Age/Gender: 55 3. Phone No: 9344754234 4. Area/District: MANDAVELI / Chennai 5. RT-PCR (Positive/Negative):  6. Name of the Hospital (If admitted): 01 May morning (x) 7. Current requirement : OXYGEN #BedsforTN
N,1389170880534564865,@Tejasvi_Surya sir I am trying to get a bed allocated at Columbia hospital and the hospital people are playing with us big time.
O,1389623807975903232,India need oxygen #indianeedoxygen  Third consecutive donations for oxygen supply . #COVIDEmergencyIndia  #COVID19India  https://t.co/ogCV28Xreh
O,1389166085052592133,"@worldofsanjeev Right now, no oxygen cylinder is being delivered without a valid prescription because of the huge demand. And Gauti was also distributing FabiFlu against a prescription"
N,1388872210979381248,@krishnabgowda bed with oxygen required in Baptist hospital . patient from Hosahalli. 9986994099 Kumar. Please help @mla_sudhakar
O,1388734728963084294,"@karavallihuduga @Yardbirdie Hey Gautham, patients can be admitted to hospitals and treatment can commence irrespective of the RT-PCR being negative. Please call 1912 and explain this is a SARI case and that the patient needs to be admitted and a BU Number needs to be generated.   https://t.co/Z1fP1LEJ1C"
,1389123735525990401,"22 ಗಂಟೆಗಳಲ್ಲಿ 24 ಸಾವು, ಚಾಮರಾಜನಗರದಲ್ಲಿ ಮಾರಣಹೋಮ..!  https://t.co/oz5tzaCS2E  #Chamarajanagara  #Tragedy #Oxygen #24Dead"
O,1390178831525322754,"@DVC2095 @priyankac19 @Bhawna18 It has hit us twice. We got enough time to prep but still Govts across did nothing. Same set of problems..bed availability, Oxygen cylinders, ICUs, Lack of medicines...No vaccination! How do we win?"
O,1388663656225796098,"@narendramodi we need a lockdown to improve the supply chain of oxygen, reduce caseload, give time to build makeshift hospitals, import medical equipments for more ICU beds. Why are you not listening? Bravado? Ego? Hubris? You are our leader please be better than this.#covid19"
O,1388322933559287808,@Rjtravel123 @prakashraaj @narendramodi The picture shows reality.  What the govt has prioritized : Central Vista as essential services   And what our real priority is : oxygen  .. .. Very powerful picture showing truth.
,1390001212271906819,@Parth__7 @athrvakhrbde Would this be a hospital? Or only ambulance service? Or we can get Ventilator from them?
O,1389421906873393152,"Yet, hospitals and families continue to make desperate appeals for oxygen on social media, while the status of the emergency supplies remains unclear....  https://t.co/B0VAICQac0 via @scroll_in"
O,1389409540450394114,"@ShamikaRavi @kiranshaw @ICMRDELHI @MoHFW_INDIA Also, Vaccination (especially by private hospitals for 18-44yr olds) NEEDS to be done in Open Grounds with Social Distancing being strictly followed.  🙏🏼"
O,1389186708608929794,"Thank you for your explanation. Earlier was easy with panic in crowd, we just walked in completed registration process paid and got vaccinated. For 2nd dose due, same hospital said BBMP withdrew all stocks and they are waiting circular with further instructions."
N,1388734713544646658,Looking for an #ICUBed with Ventilator urgently in #BengaluruSOS   1. Patient Name : H n narasinga rao 2. Patient Age : 66 3. Area / Location : basaveshwara nagar 4. Symptoms : breathlessness oxygen very less 5. Since how many days : 4 days 6. SPO2 Level : 76
O,1389108534692835328,"@SushilModi My deepest condolences. But he died bcz of your SYSTEM and not Corona. When poor people are dying due to shortage of oxygen and hospitals bed you are saying its because of system so system will haunt you, your familie and people in power."
O,1389234400911454211,@beingsatyavadi @BbmpsplHealth @narendramodi @PMOIndia Thanks so much for your help and support. Finally got the bed in St John's Hospital
O,1389881285427044355,@PMOIndia Respected Sir Pls call India Corporates and ask them to manufacture oxygen concentrators asap and sell in the market. The cost of the O2 concentrator to be reasonable. So that people or a group of people can buy to save lives.
O,1389556755374518275,@Arnava30 Dude don’t forget 37% of Keralites depends higher studies for Karnataka.  Secondly 60% of kasargod border people depends on hospital in mangalore.  Finally Kerala Chief ministers daughter IT company 100% depends on Bangalore.
N,1389128431741247488,Required: ICU bed with oxygen support.
G,1389614979242860548,29) *SAGAR HOSPITAL (JAYNAGAR) - KSHMA PATIL (9900551992)*  30) *APOLLO HOSPITAL (JAYNAGAR) - SATYA NARAYANA (99448679233)*  31) *ST. JOHNS HOSPITAL - ANUPAMA (9964056696)*  32) *B.G.S. GLOBAL - LAKSHMIKANT (9901357318)*
O,1389810668166029314,@Tejasvi_Surya sir ambulances and some hospitals are looting money it would be great help if you can help in controlling these issues!
O,1389171676902871040,Inefficiency Of This Government To Provide Oxygen Has Resulted in Death Of Innocent Patients Affected By Covid.  The Complete Blame Goes On You Mr. @BSYBJP and Mr. @mla_sudhakar .  Resign If You Have Some Humanity Left!  #ResignSudhakar  https://t.co/P2LUZ1vxxV
N,1388658020998029313,Need oxygen in Kolkata.👇 Please provide any leads. #SOSKolkata #Oxygen #SOSIYC
O,1388574883689369601,@dheeshar45 @LtGovDelhi @PMOIndia @narendramodi @narendramodi_in @KailashHealth @fortis_hospital @TajinderBagga I know bhai same boat!!!
O,1389065087869091847,Oxygen shortage: 12 Covid patients die in Chamarajanagar district hospital in Karnataka  https://t.co/JdgPJfrXKH via @bangaloremirror
O,1389033907144716293,"@anubhavsinha we the people are responsible to take out our country from the crisis. But we are the real vulture and we are eating ourselves. We are stocking oxygen,medicines, we are charging 10 time more on ambulance... Manavta mar gayi hai lobh k chakkar me.."
O,1389603749362946054,@anandmahindra That is the reason I'm requesting with you to have small oxygen plant in every district to reduce cost as well to save lives.
O,1389202569751191552,"The people who are getting covid are dying due to the lack of oxygen, those who are not infected by covid are dying because of financial troubles. @PMOIndia @nsitharaman @BJP4India @RBI @indSupremeCourt please #helpmiddleclass #weneedmoratorium #moratorium3.0"
O,1388323434069782530,@BSYBJP BSY it's joke of the day ask any of the DHO how many times he has visited the hospital in his area and you are talking about isolation medicine oxygen which is not in their priority list at all their priority is totally different you should have discussed about it.
O,1389194103246622722,"Recently,d K'taka Gov procured 3 addnl plots on d outskirts of Bengaluru 2 b convertd into Open makeshift crematoriums. If this vision less Gov had invested in more Hosp infra &amp; Oxygen plants, they wldnt hve 2 invest in cremation grounds... Each life is precious! #ResignSudhakar  https://t.co/YU1TYZC6kC"
N,1389588761428717568,"Basaveshwara College and Hospital, Khb colony, Chitradurga - ran out of Remdesivir. A friend’s dad needs the last dose urgently who is in an ICU there. Any help anyone??? Reach out to me if help found."
O,1389496925561384969,So one guy promises home delivery all over India for oxygen cylinder. I ask in Delhi to deliver but won’t come without advance being paid. Wont give option to come pick up. Smells like scam. Frauds doing such stuff during calamity.
O,1389492423592529926,@DrKaloo @sanjeev101170 Good information on oxygen Dr
O,1389498490493960197,Things to consider while buying an oxygen concentrator
O,1388883851632467973,@shubham_js_ @surajj221401 @idnani_nandini @narendramodi Coming to live CM conference when he did Rama that Modi ji Mujhe oxygen de do. When he was given oxygen plant money in November 2020 all he did was to make one plant Uttarakhand and Himachal made 4 and 5 each
O,1389884582296657920,"#JUSTIN - Indian Naval Ship Talwar, the first ship of Op Samudra Setu II entering the port of New Mangalore in Karnataka with 54  tons liquid oxygen  from Bahrain embarked.  @AsianetNewsML @indiannavy  https://t.co/6ph68FS4Qq"
O,1389241293168017410,"@SakshiRaghuwa14 @SushmaSwaraj @governorswaraj @BansuriSwaraj @narendramodi If Sushmaji were to handle Covid pandemic, she would have strengthened family physicians net work, attached families around to this Primary Care Center’s as UK, attached These PCC to local hospitals &amp;given Ayushman Bharat Insurence to every resident Indian"
G,1388709707422965761,"Available - #Remdesivir in #Vizag for MRP price   Somanath Medicals, Maharanipeta, Vizag.   Please Carry Original Prescription with doctor stamp/letter head Copy of Positive Report, Patient Aadhar card, Attendent Aadhar card Hospital inpatient ID  Verified at 9:40 AM, today."
O,1388351481728753672,@abhinxx I bought 2 oxygen cylinders from peenya gas 1 leaked the second is also leaking .The guage has become defective.Need refilling &amp; new guage pvkraman
N,1389234992836878339,"@104_GoTN  **Details Needed** 1. Name: kannan V 2. Age/Gender:60 3. Phone No: 9841987841 4. Area/District: urapakkam, Chengalpet 5. RT-PCR (Positive/Negative): positive 6. 7. Current requirement : oxygen  8. SpO₂ reading: 86 9. Chest CT Score: 0 10. Other remarks: #BedsForTN"
O,1389618582665891843,",You can put your head in sand like ostrich, we won't': HC slams Centre over oxygen shortage  https://t.co/JYE2cK9YF0 via @timesofindia"
O,1389928584488181764,@WoodSenju Excuse me where is all that “Several MTs” of oxygen 24 ppl died in same hospital due to lack of oxygen. Multiple hospitals require oxygen and government is not doing anything! Individual volunteers are trying to procure and help. None of the BJP ministers are receiving calls.
O,1389036644901134337,@BannaGupta76 Worst health minister of the country. Neither oxygen cylinders available in state nor icu beds are there. Mismanagement by state govt.
O,1389636667783274499,"Non Supplying Of Oxygen To Hospitals Is Criminal Act, Not Less Than Genocide By Authorities : Allahabad High Court  https://t.co/mOXEmunpo0"
