6,id,tweet
O,1388974810819031042,@CmNitish what a mockery of the citizen in your state.....today one of your ministers inaugurates a ventilator in Katihar Sadar Hospital and the staff denies saying that the Ventilator is not working.....Patient Name Kamaldeo Raut Attendant Rohit +91 70407 21142
O,1389848110617161730,5 May 2021  7:55 am   We reached the Hospital 1 hour ahead of the appointment slot.   #VaccineAvailabilityInApollo  #VaccineInBengaluru  #VaccineFor18Plus  (8/n)  https://t.co/3aEUHFmbjq
O,1390171726655287299,"OK pl tell me how both these can be true? According to SC centre must learn from #Maharashtra how to manage #Oxygen but given the number of cases there, the problems is the court also telling the state to learn from anybody? Courts now in active politics  https://t.co/294AoM5W2B  https://t.co/pcXXZ6asBZ"
O,1389802004982075396,"@BBMPCOMM @Randeep_Dev Monitoring and followup of Oxygen plants, Cryo tanks, O2 concentrators, cylinder manufacture also will help."
O,1388463370253209613,@Sansm909 @timesofindia Yeah we'll also go prepare hospital beds for government.
O,1388889324939223043,@ansh_goel007 @SOSCovidSeva @ggf_india @SonuSoodArmy @umang_indian @PMOIndia @sukh_slatch @Urgentcovidhelp Remdesivir Distribution list:  https://t.co/M9Jve4rBeO Tocilizumab Distribution list:  https://t.co/Yt6CQWaVa9 Oxygen suppliers at home list:  https://t.co/eZB0a4bR0e Blood bank:  https://t.co/rS2drHj8a7 Blood bank:  https://t.co/XO29MkCbI9 Oxygen:  https://t.co/LtGMvSybjq  in Delhi
O,1388392511454859270,#shamedelhihospital #shame @ArvindKejriwal #BedsAvailability #shortageofbeds #COVIDEmergency #CovidIndia #COVIDSecondWaveInIndia #fakecrisis #covidconspiracy  It is a shame and a hypocricy against humanism.Shame on politicians and hospitals.@PMOIndia @AmitShah needs govt takeover  https://t.co/i7UnOL6k6V
N,1389103740683046919,Patient***    Advocate Revathi Sakhamuri  Oxygen Levels 60  Present Need Oxygen In Visakhapatnam...  Contact Number 9849454638 #SOSTDP #Hopehelpcycle @ArogyaAndhra @naralokesh @Ganta_Srinivasa @BandaruTDP @gouthusireesha @katchannaidu
N,1389982218974502913,"Patient Name:Bhuvaneshwari Age:70 years Address:Kg Nagar, chamrajpet Symptoms: Headache fatigue Number of Days: 10 days SPO2: 85-90 Is she on oxygen?: Yes Sine when: May 4 Currently in Rajalakshmi multi speciality hospital Yes Status: Positive Infection: 24/25"
O,1389955286648070149,"sad to hear frn close circles, hospitals are fleecing people by only accepting cash, disallowing insurance and no bills.Why is police or the govt/state machinery not cracking such people. @PMOIndia @narendramodi @drharshvardhan #LostHumanity"
O,1389678474764308483,@BBMPCOMM @Randeep_Dev Sir what is ground reality. Not everything as per record matches with what is as per reality in the Hospital. Moreover the situation is so out of control and worse that these reports does not help in any way compared to what struggle people are facing and going through
O,1389574926122688512,"@MahmudOfGhazni I don’t think we have any visionary leaders in India: mostly opportunistic ones. But this was, seriously, a curveball no one saw coming. The numbers, I mean. All hospitals had their own oxygen suppliers and no one dreamt of such scarcity."
O,1389114254175870980,@AshwiniMS_TNIE Please see the list of Hospitals sent by me. Speedy Recovey to the affected. 🌹
O,1389882143124295682,"@PMOIndia @narendramodi @CMofKarnataka @BSYBJP @drharshvardhan @mla_sudhakar @Tejasvi_Surya @annamalai_k : Kindly plan to provide COVID19 vaccines outside hospital facilities. Plan to conduct vaccine drives in Schools , Big sports stadiums, Open grounds with camps."
O,1389140472543596550,"Reported Deaths due to Oxygen shortage  24 in Chamarajanagar,Karnataka.  5 in Meerut, UP.  5 in Kurnool, AP. #ResignSudhakar"
O,1389189838180687873,ಆಕ್ಸಿಜನ್ ಕೊರತೆಯಿಂದ 24 ಜನ ಸತ್ತಿರುವುದಕ್ಕೆ ಯಾರು ಹೊಣೆ..? ಸರ್ಕಾರವೇ ಹೊಣೆ ಹೊರಬೇಕು -ಡಿಕೆಶಿ Chamarajanagar Oxygen crisis- Who is the responsible for patients death -KPCC president dk shivakumar question to state govt  https://t.co/kDhyYrotbU  @KPCCPresident #COVID19 @BSYBJP
O,1389586579673391106,ಚಿತ್ರದುರ್ಗ: ಕೋವಿಡ್ ಚಿಕಿತ್ಸೆಗೆ ಜಿಲ್ಲಾಸ್ಪತ್ರೆಯಲ್ಲಿ 200 ಹೆಚ್ಚುವರಿ ಬೆಡ್ ನಿರ್ಮಾಣ  #Chitradurga #Hospital #Covid19    https://t.co/NjrcYcuKyH
O,1389186438063820802,"Oxygen ದುರಂತಕ್ಕೆ Govt, ಜಿಲ್ಲಾಡಳಿತ, ವೈದ್ಯರೇ ನೇರ ಹೊಣೆ, Twitter ನಲ್ಲಿ ಆಕ್ರೋಶ ವ್ಯಕ್ತಪಡಿಸಿದ Siddaramaiah  Video Link ►  https://t.co/UBTtPV4eDs  #Chamarajanagara #DistrictHospital #CovidPatients #OxygenShortage #LackOfOxygen #KSudhakar #SureshKumar #TV9Kannada #KannadaNews  https://t.co/jcQKGOA2Ux"
O,1390000769617731584,#OMG  Do you'll know how this 4 lakh doses were arranged? By taking all the stocks from the private hospital before May 1st. @DKShivakumar  do you see how cunning @BSYBJP @CMofKarnataka  is fooling people? #karnatakacovid #COVID19 #VaccineShortage #politicallycorrect #Bengaluru
N,1389543306242236416,@bmcbbsr Need Remdisiver for my brother in law admitted at Kalinga hospital. ...please please please point to leads... It's urgent
N,1389236800284028930,Date-02.05.2021 1. Patient Name :  S Chandrashekhar 2. Age : 66 3. Area / location : Vivekananda hospital Banerghtt 4. Symptoms : tierdness 5. SPO2 Level : 75 6. Is patient on Oxygen Cylinder ? : yes 7. Searching Hospital Bed Since ? : 4DAYS 8.List of Hospitals Visited : Viveka
O,1388381309546897416,Chutiya mat banao @UPGovt mere papa ke second dose ka appointment cancel kar diya hospital ne wo bhi Lucknow main.  Kyu ki vaccine nahi hain.
O,1389579128572108801,@ghatti_chutney @nikhilkadur How did the hospital deny? Did they say no when you got there?
O,1389122101001351169,Atleast 24 #COVID patients died at a Government hospital in Karnataka's #Chamarajanagar district allegedly due to the shortage of oxygen.  #OxygenCrisis #Karnataka  https://t.co/UZrrBq5V9j
N,1390012094620176384,"Patient Name : Mrs Rashmi,40yr  Rajajinagar Breathing Difficulty 2days SPO2:86-88 Searching for ICU bed List of Hospitals Visited : S S Sparsh hospital &amp; 2 more Covid: Negative Attender Mobile No :  9980936726 Brother SRF ID:2952511945 BU Number: Not generated @TeamNamma"
O,1388763264138551299,@CMofKarnataka @MoHFW_INDIA @drharshvardhan @narendramodi  In bangalore pvt hospitals small or big are not planning to do vaccination due to whatever reasons. I spoke to a few of them that said NO. Why? This will slow done vaccination program.
O,1388797870594166786,#supremecourtofindia #ECI didn’t follow the norms. why should common ppl suffer bcz of such idiotic decisions. No bed with ventilator n ppl lost life.i’m helpless tried our best for beds but couldn’t Manage on time.We need educated ppl to rule our country.Pls understand n wake up
O,1388428241388531720,The pandemic has been good for the govt it seems. They have collect huge amounts of GST on life saving items like oxygen and many such. Even if a fraction of this tax collection is used for vaccines the whole country can be covered. #COVIDEmergency
O,1388670934014251008,@CMODelhi @fortis_hospital Fortis Vasant Kunj please explain how the 18+ vaccine slots for the week are full overnight. The slots were not open till 1:00 am today and at 6:00 am full week is booked. @CPDelhi @PMOIndia @CMODelhi @LtGovDelhi please look into this
O,1389118856107417600,"24 lives are already lost, still many patients are in serious condition, nobody knows when will oxygen may reach to the district Govt hospital. Minister Suresh Kumar, Health Minister Sudhakar, DCs all are busy in shifting blame. #COVIDEmergency"
O,1389964784448253955,Did you noticed how #SOS calls from Delhi hospitals almost stopped after Centre delivered 500+MT oxygen.  Just imagine the number of murders averted after Court intervention.
N,1388727618317414403,"@YuvaaVolunteers #delhi Urgent: Plasma required Patient name: Siddharth Kalele blood groups: A+ or AB+.  1 unit required,  Age of the donor  18-55 years. Eligible donors to call wife at +91-9717866652. Address: Venkateswara Hospital, Dwarka, New Delhi"
O,1389193104872247308,"Govt. Has clearly said tht remedisivir shld not be sold in any pharmacy outlets. But still hospitals insist patient caretakers that the injections need to arranged. How can they really do it, when it's an offense to get it in black."
O,1388489678253215750,"कोरोना संकट में इंसानियत को जिंदा रखे हैं ये रियल लाइफ हीरोज, मरीजों के लिए 'देवदूत' से कम नहीं  https://t.co/gNkUB8pOG8 #maharashtra #mumbai #chennai #bollywoodnews #johnabraham #delhi #hospital #oxygen #food #ambulance"
O,1389149126798028802,@BlrCityPolice there are barricades erected and some roads are closed during this lockdown. There is hardly any traffic and these barricades are not manned. It is causing unnecessary hurdle and inhibits ambulance movement also. Please rethink and remove them @CMofKarnataka
N,1389196817108148226,"@sonalchauhan7 Need help. Urgent need of plasma donor at Kanpur, SIS Hospital. Reply me if any leads. #CovidIndia #kanpur #PlasmaDonor"
G,1389276885293563904,@IamV_Garg @SunnyDeol__FC @zoo_bear @BhavikaKapoor5 @srinivasiyc @bot_assist Oxygen Supply Bangalore  - Mercy Oxygen 08047191133 - Home Medix Oxygen 9886512456 - Home Medix Oxygen 9886053456 - Oxygen Concentrator 9844276111 - Dr. Sylaja Rajaji Nagar 7619267095 - Oxygen Supplier 9885643389 - Purnima Medical 9844156835 - Banaswadi 7397449991
N,1389100924874813446,@WeAreBangalore Need a hospital bed with ventilator for an 85-year-old gentleman in Bangalore. Please help!
O,1389557022559924224,Karnataka High Court Slams Centre For Its Failure To Increase Oxygen Quota To Karnataka!
O,1388916879582892040,"A request to carers and attenders at hospitals: If you have a couple of minutes to spare, could you please check and update the availability of beds at your hospital on Twitter? Hospital name Bed type Availability BBMP or direct? @peakbengaluru @DanishSait @TheProductfolks"
O,1389493886850977793,"In Delhi, the army was called up to operate 11,000 beds for patients in need of oxygen, which hospitals are struggling to obtain. Medical supplies donated by foreign governments began piling up at the airport   https://t.co/sxdwp6kCAp"
O,1388554590358933505,"@DHFWKA @mla_sudhakar @DVSadanandGowda @ShobhaBJP @kiranshaw @WFRising @CitizenKamran @BangaloreBuzz @RCBTweets @NammaKarnataka_ @ADinfodeptBIDAR @MangaloreCity @allaboutbelgaum @mysuruvarthe @MysuruMemes @Kalaburgivarthe ನಿಮ್ಮ ಈ ನಿರ್ಧಾರದಿಂದ ಜನರು ಮತ್ತಷ್ಟು ಓಡಾಡುತ್ತಾರೆ. ಈ ನಿರ್ಧಾರ ಅವೈಜ್ಞಾನಿಕ ಮತ್ತು ನಿರುಪಯುಕ್ತ. Lockdown ಇದ್ದ ಹಾಗೆ ಎಲ್ಲಿ ಆಯ್ತು ಸ್ವಾಮಿ? ಇದರಿಂದ crowd control ಮಾಡೋಕೆ ಆಗಲ್ಲ, ಜನರು vaccination, test ಅಂತ ಮೊದಲೇ ಓಡಾಡ್ತಾ ಇದಾರೆ. Hospital ಗೆ ಜನ ಸಂಖ್ಯೆ ಜಾಸ್ತಿ ಆಗುತ್ತೆ. ನೀವು ಹೇಗೆ ಇಂತಹ ನಿರ್ಧಾರ ತುಗೊತೀರಿ?"
O,1389426575163023360,ಯಲಹಂಕ ಆರ್ಕ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಆಕ್ಸಿಜನ್ ಸಿಗದೇ ಇಬ್ಬರು ಸಾವು #Bengaluru  #Oxygen  https://t.co/v66vmO9kki
O,1389149175552503808,Oxygen shortage due to KA BJP govt unpreparedness killed 24 #COVID19 patients      https://t.co/Q1smMBk2d6     #ResignSudhakar #OxygenShortage #ModiMadeDisaster
O,1388471707065749508,"@ArshadRizwan Sir I feel very upset. I visited Bowring hospital today, after a valid reservation. But they sent us back with a false information telling no vaccination for 18+. How should the common 18+ crowd get vaccinated? Is this all just for media purpose sir?  https://t.co/xcCGKeZ4i5"
N,1390144666075492366,"@SonuSood @SoodFoundation Hi Sir my friend Manju's dad in Govt hospital Hubli his Oxy level is below 70, looking for ISU ventilator bed in Hubli/Dharwad. Last week his elder brother died his mom also positive, Manju 7338510726 is also positive with personal oxy kit @ home"
O,1389843533440241667,"Help Indian Breathe!  The #secondwave of #covid19 has left India breathless, with rising number of cases and shortage of oxygen  Come forward and do your bit by donating towards #OxygenConcentrators, which will give life to patients who are fighting this deadly virus  Donate NOW!  https://t.co/ivNPgmFuVS"
N,1389926696262930435,"Urgently need the Oxygen cylinder in Gangaram hospital, Meerut. This is for my Mamaji. Please PM me or leave a comment if you need.  #COVIDEmergencyIndia #CovidIndia #CovidHelp #COVID19India #COVIDSecondWave  #meerut #gangaram"
N,1389163203234451463,Icu/Ventilator bed needed in Aligarh/Bareilly/Moradabad new leads will be very helpful patient is losing its Oxy level. it's emergency Dm me please #Aligarh #VentilatorBed #Bareilly #SOS #moradabad @staribo @MogalAadil @tooooldschool @BawaNaaved @Alohomorahhh @drunkJournalist
N,1389454491703910400,"Everyone  Request for info on any beds in ICU with ventilator, doctor suggested my cousin  to move to ventilator ASAP to avoid.  @YoVizag @jcivizag @vizag"
O,1389158109709357058,@drashwathcn @BSYBJP @BJP4Karnataka @DHFWKA @nimmasuresh @ddchandanabng @airnews_bang @PIBBengaluru @CovidKarnataka @VRmgm @ZPramanagara To do so dey can report to CM or minsiters ABT stocks check Ur stocks in drug room how many ventilators n other products r used in time of need in hospital news channels were reporting of certain ventilators n others r not being used have formed dust due to this
N,1389564450290552832,@112UttarPradesh sir need urgent bed for COVID patient in Muzaffarnagar. oxygen level going down. Please help.
N,1388389409112825859,"Non Covid patient HELP NEEDED.  Patient Name:  Age:  Blood Group: O Negative   Reason: Baby Delivery  Hospital Name and Address: Brunda Hospital, Nagarabhavi  Requirement Type: Blood  Requirement Date: 3rd May 2021  Contact person: Rohith  Contact Number: 9916162065 / 8722213396"
G,1389908088967204866,"#bangalore, we have a #verified #lead as of 5:05 PM of an #oxygen flow meter/regulator supplier who has just got his stock. Please DM us if you need #help and can't find one in Bangalore.   #help #sos #CovidHelp #helpindiabreathe  https://t.co/oOTPMmjCzp"
N,1389823888557690880,@Tejasvi_Surya Need a government bed for a critical patient with 80% lung infection. Cannot afford private hospital. Please help! #bangalorecovid #COVIDEmergencyIndia #CovidSOS #COVID19India
O,1389164759065448448,"@narendramodi Oxygen do, bhasahan nahi"
O,1388501463802933251,Nothing is more gratifying  than giving o2 to breathe. We at Pratibimb managed to donate 3 o2 cylinders to rangadorai charitable hospital for covid patients.#COVIDEmergency #IndiaFightsCOVID19 #bangaloreOxygen #OxygenCrisis #FightAgainstCOVID19  https://t.co/kvOFWmr1xN
O,1389274371311554560,@darthdevi hey! any verified source for oxygen in guntur? thx!
O,1388890143436599299,"2nd wave of Covid in India looks very alarming , no beds in hospitals, shortage of oxygen , shortage of vaccines and ramdesvir medication. We assumed it was under control after the 1st wave but it came out as a disaster. Thanks to the frontline workers for their restless efforts."
O,1388448123962286084,@myogiadityanath Begrajpur medical asking for referral from district hospital even after seeing patients critical condition. Kindly help.
O,1390007527295705091,"@astroshiva @tinucherian At least according to him, the accused folks have been expelled and there are no elections around the corner. So everything should be happy days right? If so why are we still seeing SOS for beds, ICU, Oxygen"
O,1389468713980547073,@ndtvfeed @ndtv Arrived safely but where is it going ?? ppl are dying without ventilators.. Lack of oxygen.... ehy not setup makeshift hospitals???????
O,1388883954053173254,@drshashidharbk Any private hospital open 18 to 45 slots in Bangalore?
O,1389588734199304197,"Now ppl are suffering from ventilator, Oxygen cylinder ,Hospital beds due to Covid and there will be time where Food Crisis will hit us more badly.."
O,1388516058970017796,Forgot to upload print version of the railway hospital incident on Thursday night  https://t.co/3AKGmOcLJ2
